seismic,seismoacoustic,shift,genergy,gpuls,gdenergy,gdpuls,ghazard,energy,maxenergy,class
2,1,1,38220,1192,33,35,1,6000,6000,0
1,1,1,373180,1246,-32,-14,1,2000,2000,0
1,1,2,2260,17,-29,-58,1,0,0,0
2,2,1,87060,1043,212,122,1,2800,2000,0
1,1,2,10160,278,-5,15,1,0,0,0
2,1,1,19120,194,-40,-39,1,9300,6000,0
2,1,1,31010,512,45,7,1,0,0,0
1,1,1,19630,295,-40,-11,1,8300,7000,0
1,1,2,6910,25,-85,-66,1,0,0,0
1,1,1,48390,532,104,16,1,0,0,0
1,1,2,3610,154,-67,-55,1,0,0,0
1,2,1,12980,436,-13,16,2,0,0,0
1,3,1,37660,658,-5,7,3,0,0,0
1,1,2,209760,919,46,89,1,0,0,0
2,1,1,6580,161,-75,-63,1,0,0,0
1,1,2,13520,363,8,45,1,0,0,0
2,2,2,21920,763,112,117,1,4000,4000,0
1,2,1,9060,165,-67,-66,1,0,0,0
1,1,1,19580,439,-44,-24,1,0,0,0
1,2,2,16010,446,75,43,1,0,0,0
1,3,2,47250,961,517,305,3,200,200,0
1,2,2,68200,137,-5,-38,1,0,0,0
1,1,1,8180,136,-64,-66,1,0,0,0
1,2,1,29990,354,79,35,1,400,400,0
1,1,2,5170,19,-27,-52,1,0,0,0
1,2,1,48240,565,187,116,1,0,0,0
1,1,2,41950,135,-39,-36,1,5000,5000,0
2,1,1,27390,674,-17,30,1,0,0,0
1,1,2,4400,67,-64,-71,1,0,0,0
1,2,1,28230,513,-11,3,1,0,0,0
1,2,2,6450,163,-30,-48,1,0,0,0
1,1,1,82480,172,-34,-21,1,1000,1000,0
1,1,1,29240,217,-71,-85,1,8000,5000,0
2,2,2,23200,366,179,118,1,0,0,0
1,1,2,99160,514,-34,4,1,4000,4000,0
1,2,2,7990,20,-34,-50,1,0,0,0
1,1,2,4230,48,-92,-85,1,0,0,0
2,1,1,32490,595,-7,7,1,0,0,0
1,1,1,25480,484,-20,-8,1,7000,7000,0
1,2,1,11160,543,-41,7,1,0,0,0
1,1,1,15290,315,-13,-1,1,400,400,0
1,1,2,75670,207,18,4,1,600,600,0
1,1,2,40370,755,223,202,1,0,0,0
2,2,1,1355970,2326,-7,-12,1,0,0,0
2,1,1,7060,150,-69,-60,1,0,0,0
2,1,1,35540,487,31,3,1,0,0,0
1,1,1,38560,741,237,166,1,7000,7000,0
2,2,2,13330,443,29,26,1,0,0,0
2,2,2,21540,862,134,182,2,4200,4000,0
1,1,2,8280,30,-27,-25,1,0,0,0
2,2,1,13600,215,-60,-29,2,3600,3000,0
1,2,1,200350,1668,43,24,1,0,0,0
1,1,1,782750,1593,9,-17,1,6000,3000,0
1,3,2,24940,543,226,129,3,2500,2000,0
2,1,1,329680,1268,-24,-26,1,70000,70000,0
1,1,2,3090,18,5,-55,1,0,0,0
1,2,1,43030,625,50,26,1,300,300,0
1,1,2,5280,178,-29,-16,1,0,0,0
1,1,1,15820,382,-32,0,1,0,0,0
2,1,1,79790,1419,39,80,1,21200,20000,0
1,1,2,65100,172,-82,-75,1,3000,3000,0
1,2,2,1630,26,-72,-44,1,800,800,0
1,1,2,2780,19,8,-52,1,0,0,0
2,2,2,7540,133,-40,-47,1,0,0,0
2,1,1,96070,537,3,19,1,49200,40000,0
2,2,1,44640,743,58,54,1,0,0,0
1,1,1,26210,512,-13,4,1,0,0,0
1,2,1,23290,592,-58,-37,2,500,500,0
1,2,1,38880,689,197,110,2,2000,2000,0
1,2,1,73180,488,11,20,1,9600,6000,0
1,2,1,121720,1170,1,2,1,5000,5000,0
1,2,1,36770,657,25,57,1,1000,1000,0
2,2,1,29520,779,-28,-32,1,0,0,0
2,1,1,16260,220,-50,-50,1,3500,3000,0
1,1,2,25510,60,-75,-60,1,0,0,0
2,1,1,11550,152,-49,-60,1,100,100,0
2,1,1,27020,294,334,-5,2,0,0,0
1,2,1,33620,762,97,77,1,700,700,0
2,1,1,27810,499,-17,-9,1,0,0,0
1,1,1,41740,331,37,29,1,1100,700,0
2,2,1,21070,266,-19,-45,1,0,0,0
1,1,1,372380,1264,-26,-9,1,0,0,0
2,1,1,29480,510,-7,-39,1,0,0,0
1,2,1,34170,610,19,23,1,500,500,0
1,1,2,3510,27,-22,-35,1,0,0,0
1,1,2,41340,89,42,12,1,0,0,0
1,1,2,4580,91,-72,-50,1,1000,1000,0
1,2,1,3560,83,-79,-67,1,0,0,0
2,1,1,347400,1684,-28,-22,1,31000,30000,0
1,1,2,7040,37,-8,-26,1,5500,5000,0
1,1,2,63550,325,15,35,1,0,0,0
2,2,1,48950,744,67,53,1,0,0,0
1,1,2,12960,194,27,3,1,0,0,0
1,1,1,557230,1642,2,11,1,0,0,0
1,2,2,9980,295,-20,18,1,0,0,0
1,1,2,6880,250,-43,1,1,0,0,0
1,2,1,36410,519,46,4,1,0,0,0
2,1,1,56900,761,98,-4,1,2700,2000,0
2,2,1,14460,271,-42,-40,2,0,0,0
1,1,2,42300,55,37,-10,1,4000,4000,0
1,1,2,3580,84,-49,-50,1,0,0,0
1,1,2,3380,262,-68,-30,1,0,0,0
1,1,2,58850,236,-73,-74,1,0,0,0
2,1,2,3610,107,-65,-72,1,0,0,0
2,1,1,37620,520,8,-6,1,0,0,0
2,1,1,33640,699,150,81,1,0,0,0
1,1,2,3300,15,24,-62,1,0,0,0
2,1,1,60930,866,101,72,1,10000,10000,0
1,2,1,6340,102,-62,-60,1,0,0,0
1,1,1,8620,201,-51,-37,1,0,0,0
2,2,1,30150,691,13,52,1,0,0,0
1,2,2,12300,424,34,39,1,0,0,0
2,2,1,88360,443,1,15,1,6300,4000,0
2,1,1,110510,708,-58,-58,1,44200,40000,0
2,1,1,42330,661,53,-22,1,20000,20000,0
1,1,2,13880,248,9,2,1,0,0,0
1,1,2,12240,452,33,104,1,0,0,0
1,1,2,2180,10,-24,-75,1,0,0,0
1,2,2,28210,83,8,30,1,3000,3000,0
2,1,2,13160,271,58,61,1,0,0,0
1,1,2,8790,53,-91,-91,1,3000,3000,0
1,2,1,4170,224,-78,-64,1,0,0,0
1,1,2,4150,67,-95,-87,1,0,0,0
2,2,1,69230,955,162,106,2,34000,30000,0
1,1,1,166180,448,-30,-19,1,400,400,0
1,1,2,590,11,-74,-72,1,0,0,0
1,1,1,641120,1571,-17,6,1,800,800,0
2,2,1,439210,2259,-21,-2,1,18000,10000,0
2,2,2,8330,113,-19,-69,2,0,0,0
1,2,2,4560,112,-63,-54,1,0,0,0
1,1,2,2340,19,0,-52,1,0,0,0
1,1,1,675030,1992,12,-14,1,5300,2000,0
1,1,2,7590,20,-31,-50,1,0,0,0
1,1,2,114540,488,-23,0,1,8000,5000,0
2,1,2,5920,82,-94,-85,1,0,0,0
1,1,1,18210,150,-54,-51,1,7700,5000,0
1,1,1,46400,652,43,7,1,0,0,0
1,2,1,48050,531,92,6,1,205000,200000,0
1,1,1,23920,359,-45,-57,1,5000,5000,0
1,1,1,316200,1089,-37,-21,1,2700,1000,0
1,2,1,328050,707,51,0,1,200,200,0
2,2,1,50890,602,42,69,1,70500,70000,0
1,1,1,2102300,4014,27,26,1,4000,3000,0
1,1,1,73930,94,-55,-76,1,1000,1000,0
1,2,2,20040,402,60,61,1,0,0,0
2,3,1,111380,952,146,37,2,400,400,0
1,1,2,3550,38,-89,-82,1,0,0,0
1,2,2,10920,136,58,-16,1,200,200,0
1,1,2,4310,172,-30,9,1,0,0,0
1,2,1,37520,843,13,57,1,0,0,0
2,1,1,55120,713,85,59,1,9200,9000,0
1,2,2,29650,93,-51,-20,1,0,0,0
1,1,2,6460,27,-37,-32,1,0,0,0
1,1,1,1256570,3289,86,88,1,6200,5000,0
1,1,2,29290,235,-20,24,1,500,500,0
1,1,2,3100,22,4,-45,1,0,0,0
2,1,1,19220,149,-34,-33,1,10700,5000,0
2,2,1,21900,276,128,71,1,600,600,0
2,1,1,36530,700,27,42,1,0,0,0
1,2,1,57860,383,95,92,1,4700,4000,0
1,1,2,28820,171,-23,40,1,3000,3000,0
2,1,2,8880,112,-15,-71,1,7000,7000,0
1,2,1,39980,629,14,43,2,2800,2000,0
1,2,1,16330,449,-13,-28,1,0,0,0
1,1,1,63760,195,-73,-65,1,0,0,0
2,2,1,34930,459,19,-6,1,0,0,0
1,1,2,9700,216,-22,-14,1,0,0,0
1,2,2,2960,49,-62,-34,1,0,0,0
1,1,1,1531530,1680,52,18,1,5000,3000,0
1,2,2,6550,163,-33,-29,1,0,0,0
2,2,1,40030,577,-28,-13,1,0,0,0
1,2,2,154420,319,-46,-43,1,3000,3000,0
1,1,2,3720,43,75,8,1,0,0,0
2,1,2,20040,777,99,123,1,0,0,0
1,1,1,7090,124,-69,-69,1,0,0,0
1,1,2,15640,326,67,1,1,200,200,0
2,2,1,31030,534,-8,0,1,600,600,0
1,2,2,11500,30,-3,-25,1,0,0,0
2,1,1,29790,695,121,80,1,0,0,0
2,1,1,54920,801,102,70,1,200,200,0
2,1,2,9680,210,-7,-45,1,0,0,0
2,1,1,383490,1401,-42,-30,1,30000,30000,0
1,2,1,39880,342,15,21,1,2800,1000,0
2,2,1,28360,781,7,68,2,0,0,0
1,3,2,24740,530,223,123,3,7000,7000,0
1,1,2,1910,46,-84,-80,1,0,0,0
2,2,2,4070,173,-61,-54,2,0,0,0
1,2,2,67210,420,-31,-32,1,4000,4000,0
1,2,2,12290,471,30,49,1,500,500,0
1,2,1,30740,318,83,22,1,900,900,0
2,2,1,21760,391,-25,-11,1,1000,1000,0
1,1,2,2360,16,-54,-71,1,0,0,0
1,1,2,9980,170,-54,-13,1,1000,1000,0
1,2,1,48250,573,9,44,1,12600,8000,0
2,1,1,117120,1095,-22,-24,1,5700,4000,0
2,1,2,7220,218,-29,16,1,0,0,0
1,2,1,30990,525,5,25,1,0,0,0
1,1,1,93120,1238,-32,-38,1,2000,2000,0
2,2,1,17370,365,-37,-54,1,0,0,0
2,1,1,59250,1452,59,39,1,500,500,0
1,1,1,1449990,1581,51,12,1,0,0,0
2,1,1,21660,433,-30,-14,1,0,0,0
1,1,1,12350,296,101,21,1,0,0,0
2,2,1,38590,716,32,47,1,0,0,0
1,2,2,30110,1068,199,207,2,2000,2000,0
1,1,1,259110,1409,-11,46,1,900,900,0
1,1,2,4620,175,-63,-30,1,0,0,0
1,1,1,424650,1069,1,7,1,6000,4000,0
1,2,1,20910,546,179,233,2,0,0,0
1,1,1,396530,1209,-10,-13,1,6000,6000,0
2,1,1,51660,626,19,29,1,500,500,0
1,2,2,21730,56,37,18,1,0,0,0
1,2,1,69240,857,142,73,1,0,0,0
2,1,1,66320,1644,72,53,1,6000,5000,0
1,1,1,149050,697,-54,-35,1,6000,6000,0
2,2,1,19420,591,9,29,1,0,0,0
2,1,1,14110,280,-59,-49,1,0,0,0
2,2,1,25050,451,-14,-7,1,0,0,0
1,1,2,18890,386,102,19,1,400,400,0
2,2,1,19760,328,-42,-43,1,0,0,0
1,1,1,54030,335,-3,13,1,13300,9000,0
1,1,1,32470,388,15,-17,1,80000,80000,0
2,1,1,15190,208,-38,-48,1,700,700,0
1,1,2,11330,246,-9,-2,1,0,0,0
2,1,2,5350,162,-49,-57,1,0,0,0
1,1,1,41970,592,220,130,1,0,0,0
2,2,1,46430,737,3,46,1,15000,9000,0
1,1,1,103460,208,-37,-29,1,0,0,0
1,1,1,9160,300,-72,-28,1,0,0,0
1,2,1,27590,314,6,-35,1,0,0,0
1,2,1,13000,311,-50,-36,1,0,0,0
2,1,1,23710,481,-25,-42,1,0,0,0
1,2,2,11730,336,34,13,1,0,0,0
2,1,1,14710,321,-58,-42,1,2000,2000,0
2,1,1,20660,400,-34,-11,1,400,400,0
1,1,1,35800,341,16,38,1,0,0,0
1,2,2,4930,109,-59,-31,1,5000,5000,0
2,2,1,22720,181,-9,-64,1,0,0,0
1,2,1,15710,308,101,70,1,0,0,0
1,1,1,302440,1250,-16,9,1,600,300,0
1,1,1,212260,729,-50,-28,1,1400,1000,0
1,3,1,34900,798,-12,30,3,0,0,0
1,1,1,25650,157,2,-42,1,16900,8000,0
1,1,1,178220,371,13,7,1,800,400,0
1,1,2,50580,134,15,-18,1,0,0,0
1,1,1,23400,140,-20,-24,1,2000,800,0
2,1,1,233800,1315,7,-7,1,20700,20000,0
1,2,2,13120,19,-73,-81,1,0,0,0
2,1,1,31800,585,-9,6,1,100,100,0
1,1,1,44320,269,-64,-85,1,3000,2000,0
1,1,2,48990,194,-27,-3,1,4000,4000,0
1,2,1,14830,492,-21,-2,1,0,0,0
1,1,2,9430,44,-50,-17,1,0,0,0
1,2,2,11140,295,4,22,1,0,0,0
2,1,1,76560,586,-47,-41,1,9500,4000,0
1,2,1,309010,983,15,38,2,1800,1000,0
2,2,1,25430,634,-11,-17,1,0,0,0
1,1,1,166700,363,-34,-56,1,0,0,0
2,1,1,38010,410,-10,10,1,1000,1000,0
2,2,2,11660,330,26,49,1,0,0,0
1,2,1,1496830,1645,21,15,1,5700,5000,0
2,1,1,1699290,3425,21,36,1,50000,50000,0
1,1,2,2940,65,-20,-40,1,0,0,0
1,2,1,31460,396,13,-18,1,0,0,0
1,1,2,10370,402,3,16,1,0,0,0
2,2,2,14770,48,-60,-41,2,0,0,0
2,1,1,19910,373,-24,-2,1,5000,5000,0
2,2,1,64790,909,117,76,1,8000,8000,0
2,1,1,56940,769,72,48,1,40000,40000,0
1,2,1,30980,480,11,0,1,0,0,0
2,1,1,47980,382,-26,-32,1,38600,30000,0
2,1,1,40250,451,91,91,1,2900,2000,0
2,2,1,1283710,1556,17,9,1,40600,40000,0
1,2,1,10130,133,-67,-32,1,2000,2000,0
1,1,1,18130,463,-51,-24,1,0,0,0
2,1,2,26830,584,287,205,1,0,0,0
2,2,1,42350,1625,70,144,1,0,0,0
2,1,1,30430,308,-16,-19,1,4500,4000,0
2,1,2,24870,507,259,165,2,0,0,0
2,1,1,162190,1702,-7,0,1,0,0,0
2,1,1,22840,842,146,311,2,0,0,0
2,2,2,15210,133,22,-47,1,700,700,0
2,2,1,45680,1276,84,92,1,500,500,0
1,2,2,9860,324,7,46,1,0,0,0
2,2,1,21400,391,-14,-14,2,300,300,0
1,1,2,32070,138,-36,-23,1,0,0,0
1,1,2,3250,127,-47,-20,1,0,0,0
1,1,1,285750,791,1,-19,1,0,0,0
1,2,1,48820,446,57,75,2,3900,2000,0
1,2,1,21750,635,-38,-40,1,0,0,0
2,1,1,9140,335,-69,-25,1,0,0,0
2,1,1,536260,1733,2,-4,1,74000,70000,0
1,1,2,2270,78,-82,-69,1,0,0,0
2,2,1,46810,552,28,47,1,27500,20000,0
2,1,2,16380,736,63,112,1,0,0,0
1,2,1,12440,333,-63,-38,1,0,0,0
2,2,1,23790,589,56,34,2,0,0,0
2,2,2,37600,833,329,334,2,0,0,0
1,1,2,19260,53,97,32,1,0,0,0
1,2,1,19810,209,21,-22,1,0,0,0
1,1,2,4160,189,-67,-24,1,0,0,0
1,2,1,134640,611,-41,-16,1,0,0,0
1,1,2,15590,82,-59,-48,1,0,0,0
1,1,2,76150,260,-52,-50,1,4000,4000,0
1,1,1,1189240,2159,-3,-12,1,5200,4000,0
1,1,2,8780,178,279,91,1,0,0,0
1,2,2,45150,140,24,-4,1,0,0,0
1,2,1,59240,941,5,29,1,5200,3000,0
1,1,2,59210,175,-54,-61,1,0,0,0
1,1,2,15040,458,50,32,1,400,400,0
1,1,2,2960,108,-76,-57,1,0,0,0
2,2,2,5660,93,-55,-63,1,0,0,0
1,1,1,36680,513,47,3,1,0,0,0
2,2,1,53730,1444,116,117,1,80000,80000,0
1,1,2,414700,900,69,63,1,0,0,0
1,1,1,368340,1325,-28,-4,1,2000,2000,0
1,1,2,590,11,-74,-72,1,0,0,0
1,1,2,29500,92,-21,6,1,300,300,0
1,1,2,65800,259,-58,-49,1,4000,4000,0
1,2,2,58230,279,8,27,1,0,0,0
2,2,2,13110,417,57,148,1,0,0,0
2,1,1,68600,1052,138,33,1,900,900,0
1,1,1,82460,154,-17,-16,1,0,0,0
2,2,1,65150,952,25,60,1,4100,2000,0
1,2,1,9450,209,-63,-59,1,0,0,0
1,1,2,9030,342,-14,-8,1,80000,80000,0
1,2,2,7560,133,-34,-47,1,4000,4000,0
1,1,1,23170,348,-18,-25,1,0,0,0
1,2,1,722590,2125,-17,30,1,5000,4000,0
2,1,1,542890,1623,-51,-14,1,25000,20000,0
1,2,1,17610,228,5,-13,1,0,0,0
1,1,1,28570,336,3,-13,1,2000,2000,0
2,1,2,6850,355,191,309,2,0,0,0
1,1,2,10330,35,-11,-32,1,0,0,0
1,1,2,9920,221,37,36,1,0,0,0
2,2,2,9980,145,-3,-60,2,0,0,0
1,1,2,54990,182,1,-28,1,0,0,0
2,1,1,12870,364,-57,-26,1,0,0,0
1,1,2,12880,62,-35,12,1,0,0,0
1,2,1,240350,458,24,34,1,3000,2000,0
1,1,2,23440,514,151,59,1,8000,8000,0
2,2,2,6200,211,-50,-16,1,0,0,0
1,1,2,22710,68,-57,-70,1,0,0,0
1,1,1,28500,337,-26,-22,1,400,400,0
1,1,2,96080,433,60,92,1,0,0,0
1,1,1,154830,1252,33,11,1,1100,700,0
2,1,1,15650,316,-52,-28,1,0,0,0
1,1,2,9000,241,31,40,1,0,0,0
1,2,1,31340,726,109,92,2,9500,9000,0
1,1,2,2150,13,-18,-68,1,0,0,0
1,2,2,5820,308,-37,-1,1,0,0,0
1,2,2,13550,326,8,30,1,0,0,0
1,1,1,24360,351,-25,-16,1,1300,900,0
2,1,1,35010,390,18,-13,1,0,0,0
1,1,2,20700,37,-9,-22,1,0,0,0
1,1,1,25010,524,-27,-41,1,0,0,0
1,1,1,78430,455,12,8,1,207900,200000,0
1,1,1,1661100,1772,52,32,1,9000,9000,0
2,1,2,37050,649,435,239,2,0,0,0
2,1,2,131820,583,-47,-42,1,1000,1000,0
1,2,2,10540,321,15,3,1,0,0,0
1,2,2,17930,347,668,323,3,0,0,0
1,1,1,300520,894,37,37,1,0,0,0
2,1,1,32500,474,-5,10,1,700,700,0
1,1,1,35510,313,8,3,1,500,500,0
2,1,1,1104700,2584,3,33,1,0,0,0
1,3,1,22210,658,-48,0,2,0,0,0
1,2,1,28440,405,-19,-27,1,0,0,0
2,1,1,42110,555,213,118,1,0,0,0
1,1,2,25580,120,-54,-53,1,6000,6000,0
1,1,1,40350,645,24,5,1,0,0,0
1,1,1,477750,1132,86,60,1,1500,600,0
2,3,1,68040,1049,50,51,2,4000,4000,0
1,1,1,27780,386,-15,-8,1,5000,5000,0
1,2,1,42930,341,54,-11,1,6200,3000,0
1,1,2,5890,301,-43,-13,1,0,0,0
1,2,2,18400,46,-68,-60,1,0,0,0
1,1,1,19170,430,-1,29,1,0,0,0
2,1,1,77040,772,143,-7,1,2000,2000,0
1,1,2,15180,48,-72,-72,1,0,0,0
1,1,2,6860,282,-45,13,1,0,0,0
2,1,2,15280,521,63,74,1,0,0,0
2,1,1,28010,693,23,3,1,0,0,0
1,2,1,27150,441,-11,-31,1,0,0,0
1,2,1,169370,644,-53,-45,1,0,0,0
1,1,1,94190,2191,161,117,1,116500,90000,0
2,1,1,18780,337,-35,-32,1,9900,9000,0
1,1,1,28130,347,-19,3,1,3100,2000,0
1,1,1,59640,722,98,47,1,600,400,0
1,3,1,54500,757,35,19,3,0,0,0
1,2,1,16480,401,-35,-10,1,0,0,0
1,2,2,10900,176,34,4,1,700,700,0
1,1,1,105160,284,34,66,1,6000,6000,0
2,2,1,25130,455,-13,-42,1,1000,1000,0
2,2,2,4690,126,-55,-65,2,0,0,0
1,1,1,32210,510,147,95,1,600,600,0
1,2,1,40140,417,19,35,1,11300,4000,0
1,1,2,4760,35,-94,-73,1,0,0,0
1,1,1,53390,432,-7,15,1,3200,3000,0
1,1,1,86740,486,17,25,1,9000,7000,0
1,1,1,30650,424,29,-8,1,4000,4000,0
1,1,1,24890,363,-26,-32,1,500,500,0
1,1,2,19500,80,-51,-51,1,4000,4000,0
2,1,2,6450,112,-38,-71,1,0,0,0
2,1,1,13390,203,-14,-43,1,0,0,0
1,2,2,6340,18,10,-70,1,9300,9000,0
2,2,1,62860,596,154,31,2,1300,500,0
1,1,2,11620,23,-76,-71,1,0,0,0
1,2,1,15030,484,-5,22,1,0,0,0
1,1,2,46380,133,6,-16,1,5000,5000,0
1,1,2,3320,98,-52,-44,1,0,0,0
1,2,2,5250,66,-49,36,1,0,0,0
2,1,1,31620,520,-9,-4,1,0,0,0
2,2,1,21770,292,35,28,1,0,0,0
1,1,1,1345240,3510,-17,16,1,0,0,0
1,1,2,87740,357,-30,-24,1,0,0,0
2,1,2,23670,721,153,140,1,300,300,0
2,2,1,73820,322,-16,-14,1,52700,30000,0
2,1,1,34740,563,18,13,1,0,0,0
1,1,2,6220,76,-26,-65,1,0,0,0
2,1,1,9050,436,-10,1,1,0,0,0
2,1,1,43860,947,52,20,1,0,0,0
2,2,1,33400,749,81,52,1,0,0,0
2,2,1,23020,669,27,40,1,0,0,0
2,1,1,32030,350,12,-22,1,0,0,0
1,1,2,1350,112,-80,-36,1,0,0,0
1,1,1,247620,675,4,25,1,500,500,0
2,2,1,45470,573,64,65,1,33600,20000,0
1,2,1,229690,485,45,0,1,2500,1000,0
2,1,1,453850,1973,-23,-9,1,8000,8000,0
1,1,2,2910,24,-5,-40,1,0,0,0
1,1,2,6700,347,-36,-7,1,0,0,0
1,1,1,47370,296,-30,-28,1,8800,7000,0
2,2,1,32500,566,21,24,1,0,0,0
1,1,1,16030,236,-28,-36,1,5200,5000,0
2,2,2,19200,418,131,149,1,0,0,0
1,1,2,3530,27,30,-32,1,0,0,0
1,1,2,2700,14,-3,-65,1,0,0,0
1,1,2,39890,66,69,39,1,400,400,0
1,1,1,27740,423,-13,-34,1,0,0,0
1,1,1,54830,694,46,68,1,4000,1000,0
1,1,2,2440,104,-71,-61,1,0,0,0
1,2,1,26740,583,83,60,2,1400,800,0
1,1,1,11570,166,-46,-56,1,0,0,0
1,1,2,1980,18,-43,-55,1,0,0,0
2,1,1,16450,141,-47,-40,1,3800,3000,0
1,2,1,20760,326,-32,-49,1,0,0,0
1,2,2,19790,43,-18,0,1,0,0,0
1,1,2,8750,47,-80,-75,1,0,0,0
1,1,2,6650,27,-21,-32,1,0,0,0
1,2,1,362360,575,122,93,2,10400,7000,0
1,1,1,90330,913,98,75,1,14100,7000,0
1,2,1,16110,402,23,23,2,0,0,0
1,2,1,5680,210,-66,-20,1,0,0,0
1,1,2,950,4,-40,-90,1,0,0,0
1,1,1,24300,508,2,11,1,0,0,0
1,1,1,7030,202,-78,-53,1,0,0,0
1,1,2,7360,213,-4,-10,1,0,0,0
2,1,1,24880,527,85,37,1,0,0,0
1,1,2,2960,91,-19,-16,1,0,0,0
1,2,2,14970,409,39,69,1,0,0,0
2,2,1,93190,439,82,-53,1,81400,70000,0
1,2,1,29470,347,-14,22,2,0,0,0
2,2,1,24510,845,-16,9,2,0,0,0
2,2,2,30810,591,23,-5,3,200,200,0
2,2,1,44020,528,61,92,1,25100,20000,0
1,1,2,950,46,-68,15,1,0,0,0
1,2,2,12270,24,-52,-62,1,0,0,0
1,2,1,189170,371,9,22,1,1000,1000,0
1,1,1,13710,613,-21,6,1,0,0,0
1,2,1,29380,381,18,-15,1,0,0,0
1,1,2,1650,46,-37,15,1,0,0,0
2,2,1,109110,417,6,-54,1,1300,800,0
1,1,1,43490,352,26,24,1,0,0,0
1,1,2,2930,408,-77,67,1,0,0,0
2,2,2,10030,244,-20,-2,1,0,0,0
2,2,1,22450,568,47,29,2,0,0,0
1,1,1,56650,693,64,23,1,10000,10000,0
2,1,1,31320,407,35,-13,1,2000,2000,0
2,2,2,38900,697,56,12,2,0,0,0
1,2,1,65790,822,107,64,1,7000,7000,0
1,2,2,8820,280,-4,-10,1,0,0,0
2,1,1,20660,335,-42,-39,1,200,200,0
2,2,1,24950,344,-7,-21,1,300,300,0
2,2,1,56690,800,158,115,2,1000,1000,0
1,2,2,6330,327,-33,4,1,0,0,0
1,2,2,135210,3261,1245,838,2,208000,200000,0
2,1,1,56550,1092,93,120,1,0,0,0
1,2,1,22640,691,32,60,1,400,300,0
2,2,2,12780,376,23,-1,2,0,0,0
2,2,1,13880,507,-22,11,1,0,0,0
1,1,1,23580,462,34,46,1,6000,6000,0
1,1,2,3000,72,-75,-69,1,0,0,0
1,2,1,9410,383,-37,2,2,0,0,0
1,1,2,5020,32,77,-20,1,0,0,0
1,2,1,436650,1232,23,6,1,0,0,0
1,1,2,12470,124,61,-38,1,0,0,0
1,2,2,32240,61,65,18,1,0,0,0
2,1,1,21650,348,53,18,1,0,0,0
1,1,1,13830,145,-58,-51,1,3900,3000,0
2,2,2,31780,538,27,-14,2,0,0,0
2,1,1,24140,285,-27,-35,1,0,0,0
1,1,2,37360,171,-21,0,1,4000,4000,0
1,1,2,270490,865,83,78,1,0,0,0
1,1,2,5760,65,-36,-70,1,0,0,0
1,1,2,2570,10,18,-75,1,0,0,0
1,1,2,1490,10,-37,-75,1,0,0,0
1,1,2,4790,21,-94,-82,1,0,0,0
2,2,1,47370,1333,62,71,2,0,0,0
1,1,1,19680,411,-38,-3,1,10000,8000,0
1,1,1,24650,332,-29,-41,1,0,0,0
1,2,1,28920,659,114,96,2,0,0,0
2,1,1,47010,375,57,63,1,204400,200000,0
1,1,1,29320,526,125,101,1,90000,90000,0
2,2,1,29400,331,-32,-6,1,22000,20000,0
1,1,1,52780,350,-30,-16,1,200,200,0
1,2,1,21860,196,-16,-60,1,0,0,0
2,1,1,13260,563,-8,36,1,0,0,0
1,1,2,920,9,-65,-78,1,0,0,0
1,1,2,8960,28,-71,-51,1,0,0,0
1,1,1,12080,310,-22,10,1,4000,4000,0
1,1,2,5310,49,-88,-89,1,0,0,0
1,2,1,55310,644,107,-1,1,4900,4000,0
2,3,1,39900,984,-12,41,2,4000,4000,0
2,2,1,25760,410,-11,-7,1,200,200,0
1,1,1,26620,356,-18,-15,1,0,0,0
1,1,1,34900,946,6,76,1,4000,4000,0
1,2,1,32930,271,-16,-7,1,3000,3000,0
1,1,1,790830,1434,5,-4,1,13000,10000,0
1,1,2,9150,257,-11,-26,1,0,0,0
1,1,2,6980,37,-10,-81,1,300,300,0
1,1,2,23220,112,-53,-45,1,0,0,0
1,2,1,22900,481,-32,-8,1,0,0,0
1,2,1,179710,274,5,-42,1,3000,2000,0
1,1,2,46020,267,-18,6,1,5000,5000,0
1,2,1,582700,1232,-32,-28,1,7000,7000,0
1,2,1,17590,500,36,53,2,0,0,0
1,1,2,1270,9,-75,-78,1,0,0,0
2,1,1,44330,485,27,-10,1,0,0,0
2,2,1,12220,465,-78,-41,1,0,0,0
1,1,1,6800,224,-79,-47,1,0,0,0
1,1,1,8080,294,-48,4,1,0,0,0
2,1,1,19140,545,-10,-12,1,0,0,0
2,1,1,19640,302,-16,-36,1,0,0,0
1,1,1,15120,166,-35,-58,1,3000,3000,0
1,2,2,9870,363,8,16,1,8000,8000,0
2,1,1,39120,651,13,18,1,1000,900,0
1,1,1,26800,657,54,13,1,0,0,0
1,1,1,34150,346,17,38,1,6300,6000,0
1,2,1,17300,367,-40,-27,1,0,0,0
2,1,1,43940,327,41,36,1,41000,40000,0
2,1,2,16690,267,34,7,1,800,800,0
2,1,1,17050,367,19,-12,1,0,0,0
2,2,1,29710,473,-18,-20,1,0,0,0
1,2,1,40900,776,43,57,1,400,400,0
2,2,1,184710,1482,61,78,1,49800,30000,0
2,1,1,10530,177,-67,-60,1,0,0,0
1,1,1,22900,332,20,-1,1,0,0,0
1,1,2,42950,172,-76,-61,1,6000,6000,0
1,2,1,35910,636,8,19,1,0,0,0
1,2,1,10150,326,-25,-3,2,0,0,0
2,2,1,43420,623,56,33,1,500,400,0
